regionname,statename,price_2010,price_2011,price_2012,price_2013,price_2014,price_2015,price_2016,price_2017,price_2018,price_2019,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019
Peoria,Arizona,148841.6667,129383.3333,136175,163141.6667,175716.6667,191700,211816.6667,232308.3333,253241.6667,273675,154846,155014,155326,156354,157770,160431,164212,168192,172263,175961
Sugar Land,Texas,219608.3333,221166.6667,222741.6667,238875,269183.3333,282050,284366.6667,296383.3333,290833.3333,296533.3333,108403,109854,111277,113490,116807,118405,118784,118967,118777,118488
Naperville,Illinois,,323600,320983.3333,330916.6667,341933.3333,334566.6667,308066.6667,336741.6667,347950,371425,142402,143205,144017,144892,146193,146975,147192,147619,148090,148449
Boynton Beach,Florida,140658.3333,120258.3333,124741.6667,152966.6667,172008.3333,184875,209908.3333,226941.6667,236825,243425,68411,68905,70049,71305,73155,74005,75877,77711,77949,78679
Topeka,Kansas,,,,,,,,131941.6667,131175,137700,127914,128228,128095,127725,127489,127396,126948,126517,125778,125310
McKinney,Texas,178883.3333,176800,181275,207716.6667,228333.3333,258516.6667,277050,298716.6667,307191.6667,306108.3333,132934,137928,143510,149207,157143,163612,173577,182104,191748,199177
Lafayette,Louisiana,,,,,,,163391.6667,167525,167900,172833.3333,121836,122674,123587,124873,126036,126922,127221,126526,126371,126185
Pembroke Pines,Florida,136266.6667,120700,129750,167008.3333,198650,213925,239166.6667,254258.3333,265633.3333,284000,155265,158278,160245,162133,164065,165800,168321,170707,171975,173591
Edmond,Oklahoma,,171250,181600,188483.3333,200258.3333,215708.3333,209608.3333,216025,216633.3333,236383.3333,81451,82910,84877,86926,88599,90118,91388,91700,92893,94054
Lakeland,Florida,84208.33333,75908.33333,82050,93841.66667,101583.3333,113375,128025,142525,152125,162750,97640,98834,99000,100326,102034,103550,105837,107712,110421,112136
Pueblo,Colorado,109691.6667,107108.3333,103316.6667,112800,120116.6667,134391.6667,148033.3333,158000,168783.3333,184783.3333,106755,107146,107476,107670,107823,108955,110118,111059,111725,112361
Springfield,Massachusetts,,,100583.3333,112075,113466.6667,120775,126966.6667,135050,148675,162475,153569,153773,153933,154056,154376,154582,154028,154207,154329,153606
Odessa,Texas,,,,,,,,,190900,222883.3333,99817,102009,105908,110158,114430,118421,117159,116418,120037,123334
Midland,Texas,,,,,227200,221541.6667,225658.3333,244358.3333,273700,296475,111276,113941,119794,124163,128352,133440,134935,136205,142173,146038
Lakewood,Colorado,188233.3333,181866.6667,193066.6667,228358.3333,240483.3333,257950,309700,333008.3333,362866.6667,386875,142759,144087,145396,146878,149434,152052,154039,154966,156682,157935
Alexandria,Virginia,391408.3333,404450,420758.3333,438075,435325,451650,444541.6667,444541.6667,481433.3333,485533.3333,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428
Tyler,Texas,,,,,148516.6667,159283.3333,165600,176033.3333,176733.3333,189633.3333,97140,98015,98941,99730,101557,102712,103904,104738,105668,106985
Pomona,California,215466.6667,198883.3333,205725,261966.6667,307916.6667,327083.3333,348058.3333,375041.6667,413508.3333,426658.3333,149107,149693,150453,151072,152225,152407,152445,152468,151925,151691
Visalia,California,,,,,,,,223241.6667,241175,248525,124869,125649,126420,127309,128482,129369,130662,132388,133428,134605
Round Rock,Texas,173266.6667,170791.6667,178133.3333,193833.3333,210625,227975,242325,256916.6667,270958.3333,286958.3333,100772,103864,106504,109547,112665,115981,120864,123684,128849,133372
Ann Arbor,Michigan,,209400,214925,240733.3333,252883.3333,259975,276408.3333,310883.3333,342441.6667,355783.3333,114173,115539,116079,116820,118716,119884,120919,121493,121429,119980
Whittier,California,326516.6667,305600,304141.6667,357733.3333,398658.3333,425916.6667,460441.6667,494383.3333,516966.6667,535408.3333,85319,85633,85968,86326,86482,86705,86600,86326,85791,85098
Kansas City,Kansas,63658.33333,40991.66667,47550,57950,69216.66667,80050,88983.33333,101800,111125,121633.3333,145878,146227,147454,148899,150122,151502,152485,152739,152965,152960
Sunnyvale,California,625416.6667,620766.6667,686433.3333,752191.6667,865766.6667,1054850,1134083.333,1317450,1558708.333,1457908.333,140462,143805,146436,148055,149769,151630,153544,153217,152807,152703
Hollywood,Florida,126266.6667,127141.6667,141383.3333,159708.3333,182016.6667,201325,211283.3333,232025,248508.3333,271550,141013,143421,144998,146038,146978,148313,151630,153371,154381,154817
Edinburg,Texas,,,,,,,,,132925,153250,82504,84796,86263,88355,90342,91780,92776,95427,98036,101170
Conroe,Texas,143816.6667,154625,159066.6667,168291.6667,186358.3333,195441.6667,201233.3333,206658.3333,217475,231741.6667,65731,67352,69662,70676,73779,76322,82068,84809,87578,91079
Lansing,Michigan,43291.66667,34683.33333,35350,47400,59291.66667,61208.33333,69550,80525,86683.33333,93366.66667,114321,114559,114661,114734,115093,115324,116569,117730,117931,118210
South Bend,Indiana,,,,,84975,88475,90416.66667,100075,104125,113500,101197,101224,101056,101226,101489,101687,101996,102021,101971,102026
Paterson,New Jersey,,,,,,,,159050,192175,238041.6667,146391,145593,146111,146049,145911,145928,145773,146015,145594,145233
Pasadena,Texas,,,,,,117233.3333,127908.3333,139733.3333,150025,156391.6667,149523,151156,152662,153532,154447,154530,154525,153858,152733,151227
Yuma,Arizona,137466.6667,119375,118383.3333,126691.6667,134358.3333,136866.6667,143750,148750,163866.6667,175575,91328,94241,93701,92998,93624,94155,95259,96399,97648,98285
Frisco,Texas,,,,,,,356666.6667,370891.6667,379216.6667,386091.6667,118201,123515,128445,136794,144965,154390,164176,177730,188452,200490
Columbia,Missouri,141916.6667,147150,152441.6667,151941.6667,153925,164266.6667,165083.3333,169291.6667,180958.3333,190658.3333,109429,111514,113553,115440,117028,118570,120248,121539,122533,123195
Syracuse,New York,,,,,,,,,86650,,145215,144526,144414,145044,144331,143816,143176,142287,142745,142327
Pasadena,California,,,492366.6667,544183.3333,599141.6667,634233.3333,677583.3333,700500,782125,812583.3333,137111,137652,138097,139292,139529,141025,141601,141757,140906,141029
Bridgeport,Connecticut,136475,110983.3333,109183.3333,110625,105716.6667,111933.3333,118808.3333,139308.3333,152941.6667,169325,144864,146146,147096,147716,147870,147409,146287,145346,144772,144399
Canton,Ohio,,,,,,,,93750,96533.33333,102850,73427,73181,73147,72915,72634,72173,71629,71156,70752,70447
Mesquite,Texas,86008.33333,77716.66667,81750,101316.6667,113600,123633.3333,138100,157958.3333,171158.3333,182950,139963,141520,143365,143604,144508,144988,144681,144218,142520,140937
Renton,Washington,274533.3333,235766.6667,231166.6667,268383.3333,294191.6667,322116.6667,360258.3333,405841.6667,444258.3333,476416.6667,92351,94131,95941,97090,98588,100455,101513,101981,101787,101751
Santa Maria,California,236566.6667,210600,212300,262833.3333,299975,324208.3333,350083.3333,366183.3333,382858.3333,398833.3333,99689,100293,101116,102057,103021,104462,105811,106298,107218,107263
Torrance,California,569025,528533.3333,529400,592816.6667,620358.3333,636091.6667,678050,698691.6667,764383.3333,810316.6667,145154,145769,146257,146671,146845,146950,146416,145781,144706,143592
Clearwater,Florida,124258.3333,111941.6667,113166.6667,123208.3333,128916.6667,140916.6667,159325,177516.6667,190966.6667,202975,109052,109204,109538,110279,111167,112939,114175,115482,116324,116946
Fullerton,California,392083.3333,374283.3333,378375,456591.6667,486541.6667,504325,542225,562491.6667,622650,630475,135291,136386,138103,138637,138840,139982,140454,139744,139273,138632
McAllen,Texas,,,,,,134408.3333,142125,142425,152175,158733.3333,132093,134639,136277,137421,138719,139909,141888,142249,142530,143268
Orange,California,,,,,,,602400,622700,671116.6667,673075,137103,138539,139372,139972,139424,140503,140581,140251,139449,138669
Compton,California,174266.6667,176641.6667,178483.3333,212016.6667,251875,279283.3333,310833.3333,345958.3333,386475,411041.6667,96442,96933,97350,97600,97634,97639,97281,97047,96348,95605
Hampton,Virginia,,,,,,,143516.6667,147258.3333,155275,163733.3333,137415,136628,137177,137332,137680,136264,135374,134725,134330,134510
Bellevue,Washington,,,463500,518833.3333,555475,608125,666791.6667,807608.3333,854683.3333,873525,128357,130196,132074,133688,136275,139757,141758,145273,147064,148164
Inglewood,California,230750,230716.6667,230500,262233.3333,300900,338241.6667,375975,425600,499425,553075,109658,110501,110866,110954,110840,110693,110271,109907,109038,108151
Kent,Washington,239066.6667,207633.3333,200683.3333,230725,248058.3333,278875,318766.6667,351841.6667,386983.3333,408158.3333,119067,122165,124739,126118,127727,129241,130508,131697,131734,132319
West Valley City,Utah,158875,135950,142558.3333,164200,174425,190741.6667,208716.6667,231850,258483.3333,281366.6667,129653,131031,132463,133744,134431,135903,136741,136334,135982,135248
Olathe,Kansas,188291.6667,181400,185533.3333,192483.3333,198525,214075,228458.3333,238825,260241.6667,279175,126269,128325,129963,131798,132839,134298,135928,137526,139758,140545
Warren,Michigan,,,,,67908.33333,80466.66667,92941.66667,105283.3333,117758.3333,126516.6667,134081,134173,134590,135312,135666,135386,135245,135100,134376,133943
Miramar,Florida,142108.3333,138825,145441.6667,168783.3333,189083.3333,220666.6667,244500,266691.6667,292233.3333,310550,122300,125059,128697,130120,134494,136476,138964,140215,140564,141191
Thornton,Colorado,174958.3333,171191.6667,185900,214191.6667,229450,257891.6667,292533.3333,319175,353541.6667,363891.6667,119391,121911,124361,127022,129479,132176,134574,136777,139352,141464
Abilene,Texas,,,,,129208.3333,135891.6667,138258.3333,141441.6667,146208.3333,161708.3333,117805,118762,119853,119797,120648,121707,121883,122186,122775,123420
Concord,California,259883.3333,230291.6667,265075,355891.6667,402908.3333,440775,477500,523591.6667,561600,579058.3333,122505,123518,124678,125888,127128,128303,129036,129592,129743,129295
Cedar Rapids,Iowa,118966.6667,117966.6667,120716.6667,124241.6667,125216.6667,127275,129033.3333,133408.3333,139208.3333,145366.6667,126852,128231,128478,128826,129662,130832,131397,132564,133209,133562
Bloomington,Indiana,,,,,,,,170308.3333,182725,196516.6667,80612,81497,82160,82457,83162,83596,84387,84837,85139,85755
Boulder,Colorado,,391116.6667,415066.6667,442341.6667,455808.3333,515033.3333,613633.3333,640133.3333,695241.6667,725458.3333,97752,100137,101160,102719,104451,106742,107128,106447,106008,105673
Sterling Heights,Michigan,,,108100,132791.6667,148025,158550,168516.6667,179175,190091.6667,202483.3333,129709,130042,130672,131521,132136,132041,132522,132681,132725,132438
Carrollton,Texas,162975,157400,159350,177850,190733.3333,217575,233441.6667,259183.3333,273983.3333,287241.6667,119564,122527,125484,126545,128349,133060,133704,136054,137013,139248
Coral Springs,Florida,,,156116.6667,215408.3333,249125,269875,286991.6667,312016.6667,341566.6667,348241.6667,122887,125141,126682,127788,128847,130160,131753,133542,133712,133759
Thousand Oaks,California,508016.6667,489441.6667,480283.3333,563375,587458.3333,631866.6667,652450,683300,714916.6667,726366.6667,126732,127325,127657,128224,128636,128632,128480,128229,127279,126813
Victorville,California,119000,113808.3333,117033.3333,143108.3333,168783.3333,184741.6667,203825,227658.3333,244325,258625,116278,117891,119831,120697,121087,121442,121725,121988,121952,122385
Roseville,California,263025,243491.6667,261991.6667,318916.6667,348808.3333,359441.6667,389125,418116.6667,440958.3333,468241.6667,119916,122725,124432,126769,128397,130018,132708,135077,138953,141500
Surprise,Arizona,130208.3333,121650,132308.3333,154133.3333,164683.3333,176733.3333,194816.6667,209200,230458.3333,246458.3333,117643,119617,122266,125035,127880,130336,132846,134781,137717,141664
Hamilton,Ohio,103633.3333,101341.6667,107733.3333,109433.3333,116566.6667,123308.3333,136733.3333,142916.6667,144691.6667,152566.6667,62345,62329,62234,62299,62414,62345,62250,62114,62132,62082
Waco,Texas,,,108558.3333,107375,112875,128983.3333,136266.6667,149666.6667,153300,170975,125377,126443,127494,129011,129860,131801,133421,136939,137886,139236
Simi Valley,California,379908.3333,360408.3333,359325,414425,451825,481650,504391.6667,531825,559491.6667,577050,124463,125019,125274,125868,126239,126123,125958,126107,125438,125613
Stamford,Connecticut,,431508.3333,427675,440233.3333,441850,438000,438966.6667,434541.6667,440875,456658.3333,122781,123988,125046,126306,127951,128352,128974,129880,129806,129638
Pearland,Texas,174016.6667,163833.3333,168075,178483.3333,197916.6667,219383.3333,231925,240658.3333,249300,260641.6667,94063,96271,99283,102832,106027,111267,115926,119312,121424,122460
Denton,Texas,,,,,,,202925,221650,236391.6667,248025,117010,120101,123573,125030,128217,131154,134261,135629,138315,141541
Springfield,Illinois,112275,115150,112200,104150,116158.3333,107466.6667,108375,112100,115283.3333,118241.6667,117138,117786,117928,117633,117489,117221,116536,115771,114840,114230
Allentown,Pennsylvania,116891.6667,100125,103891.6667,98458.33333,98175,104250,111091.6667,119316.6667,132358.3333,138675,118113,118782,118878,118826,119167,120071,120420,121047,121537,121442
Lake Charles,Louisiana,,,,145133.3333,153525,156991.6667,177891.6667,187900,192100,181475,72531,72873,73665,73886,74513,75685,76462,77586,78266,78396
Frederick,Maryland,,198766.6667,207091.6667,234941.6667,237316.6667,242691.6667,247108.3333,257841.6667,271941.6667,279858.3333,65455,65954,66402,66827,68275,69372,69881,70947,71945,72244
Hartford,Connecticut,,,,,,,,,113283.3333,,125354,125434,125266,125128,124665,124311,123654,122888,122556,122105
Murrieta,California,239791.6667,237616.6667,248275,299875,335341.6667,350550,372466.6667,391266.6667,422808.3333,430883.3333,104229,105370,106509,107361,108037,109372,111492,112995,114715,116223
Temecula,California,265341.6667,261083.3333,274475,338008.3333,369608.3333,388916.6667,406641.6667,421816.6667,459341.6667,467075,100703,102640,104295,106073,108671,111140,112402,113987,114614,114761
Hemet,California,,,,151758.3333,175908.3333,193066.6667,214041.6667,237033.3333,258708.3333,269208.3333,79090,80226,81033,81718,82541,83305,84121,84809,85148,85334
Joliet,Illinois,114091.6667,101483.3333,85200,97425,97150,114250,119925,140533.3333,152191.6667,159591.6667,147524,147771,148084,147749,147592,147432,147802,147821,147730,147344
Vallejo,California,154608.3333,138841.6667,143191.6667,187933.3333,237066.6667,273475,308883.3333,354533.3333,387366.6667,399425,116137,116709,117599,118550,119602,120477,120949,121546,121677,121692
Santa Clara,California,,,,,,,923666.6667,1050458.333,1275733.333,1205708.333,116761,117836,119337,120486,121967,126024,126429,126709,129085,130365
Concord,North Carolina,133141.6667,129525,128675,137000,143983.3333,155183.3333,165200,174808.3333,189825,214616.6667,79571,80725,82134,83416,85395,87490,89763,92164,94192,96341
Athens,Georgia,,,,,,,154108.3333,159491.6667,168591.6667,180191.6667,116102,116928,118584,119566,119059,122213,123523,125409,125857,126913
Norman,Oklahoma,129208.3333,130725,134675,135991.6667,139033.3333,146266.6667,147758.3333,150600,153983.3333,164908.3333,111402,113882,115600,118695,118228,120239,121974,123390,123844,124880
Wilmington,Delaware,,,,,,,,188708.3333,169641.6667,178533.3333,70764,70868,71045,71201,71201,71131,70919,70658,70457,70166
Nampa,Idaho,96325,80958.33333,95658.33333,120025,127050,136583.3333,153691.6667,168508.3333,196975,229283.3333,81998,82716,83941,86377,87894,89527,91114,93707,96213,99277
Berkeley,California,604816.6667,557658.3333,563850,690691.6667,751008.3333,866400,956016.6667,1059591.667,1137675,1199116.667,112889,113968,115309,116944,118697,120749,121547,122164,121663,121363
Westminster,Colorado,183141.6667,179633.3333,192616.6667,210458.3333,228150,260366.6667,295208.3333,326533.3333,356425,368741.6667,106434,107739,109083,110422,111517,112420,112984,112961,113227,113166
Rochester,Minnesota,,,,,,,,,210200,228633.3333,107047,108097,108916,110427,111198,112160,114051,115586,117047,118935
Clovis,California,220125,205200,207700,242875,255816.6667,267866.6667,286258.3333,308266.6667,329416.6667,330491.6667,96386,97557,98588,99631,101904,103828,106353,109316,111824,114584
Vista,California,293800,288008.3333,302116.6667,368916.6667,402925,427483.3333,446466.6667,488400,525091.6667,532600,93401,94355,95307,96211,96999,99623,100746,100740,100784,101638
Broken Arrow,Oklahoma,136641.6667,132625,136100,141191.6667,142700,148525,147025,156791.6667,161000,169991.6667,99246,100199,102179,103603,104944,106842,107884,108395,109068,110198
Richmond,California,159108.3333,151466.6667,177608.3333,237308.3333,306158.3333,358350,395916.6667,424958.3333,506350,529150,103631,104882,106023,107083,107921,109062,109663,109860,110189,110567
Arvada,Colorado,206325,197433.3333,215300,231425,260983.3333,295666.6667,339600,371758.3333,401775,420191.6667,106917,108084,110229,111872,113692,115406,117710,118950,120421,121272
Independence,Missouri,73350,63750,62683.33333,69333.33333,80500,83466.66667,94258.33333,107141.6667,116958.3333,126641.6667,116891,116917,117318,117281,117505,117260,117268,117197,117017,116672
Tuscaloosa,Alabama,127158.3333,125350,145883.3333,138658.3333,160875,178916.6667,153550,149150,158958.3333,170600,90456,90913,92307,93886,95688,97576,98428,99629,100190,101129
Provo,Utah,,,,,,198350,216316.6667,234208.3333,259008.3333,279700,112923,115191,115559,116119,115378,114596,116627,117583,116630,116618
Bellingham,Washington,272016.6667,257625,255783.3333,267191.6667,271291.6667,284208.3333,315183.3333,343475,385091.6667,410758.3333,81297,81859,82299,82593,83386,84998,86954,89031,90464,92314
Melbourne,Florida,,,,,135866.6667,153225,170783.3333,187916.6667,200766.6667,212558.3333,76363,76537,76854,77393,78276,79323,80656,81822,82603,83029
Costa Mesa,California,482850,466658.3333,452908.3333,560041.6667,624766.6667,651450,696958.3333,724025,790166.6667,802416.6667,110221,111151,111790,112244,112485,112808,112933,113665,113302,113003
Sparks,Nevada,152700,135033.3333,141875,176441.6667,206633.3333,243241.6667,267458.3333,290675,328425,340041.6667,91237,91616,92406,93317,94561,95759,98068,100048,103979,105006
Bend,Oregon,193466.6667,183941.6667,205191.6667,242500,267850,298391.6667,327541.6667,368283.3333,398608.3333,419500,76663,77575,78617,80906,83526,86277,90665,94557,97620,100421
El Monte,California,310375,287016.6667,291175,333858.3333,375916.6667,396300,418500,462900,511658.3333,482816.6667,113677,114101,114843,115414,115627,115824,115550,115514,115308,115487
Miami Gardens,Florida,75883.33333,71325,76766.66667,89358.33333,111725,132108.3333,157316.6667,194225,214341.6667,228058.3333,107516,108859,110056,110842,110943,111561,111884,112220,111144,110001
Chico,California,238066.6667,220191.6667,224233.3333,247266.6667,260000,273050,290975,308183.3333,332100,381483.3333,86783,87269,87915,88362,89491,90369,91564,93066,94342,103301
Downey,California,369316.6667,342325,337800,382808.3333,424200,465125,491475,511258.3333,555650,589850,111785,112215,112582,112858,113091,113260,112896,112426,111915,111126
Tracy,California,,239341.6667,249525,314025,364275,389133.3333,421116.6667,450641.6667,491916.6667,507591.6667,83620,84302,84727,84872,85713,86953,89181,90701,91818,94740
North Charleston,South Carolina,,,,,,,153233.3333,167625,174125,179658.3333,97949,99898,101994,104050,106754,108597,109738,110820,113077,115382
Lewisville,Texas,160358.3333,151100,158900,176350,189975,212116.6667,228283.3333,246325,264525,272358.3333,95930,97636,99703,101156,102963,103956,105030,106439,106938,109212
West Covina,California,348091.6667,318716.6667,315333.3333,372341.6667,423733.3333,449383.3333,474341.6667,502333.3333,546758.3333,563983.3333,106123,106721,107082,107348,107447,107540,107437,106942,105964,105101
Rock Hill,South Carolina,,,,127825,132808.3333,140333.3333,153450,160666.6667,178491.6667,193200,66879,67593,68131,68788,69690,71183,72460,73414,74458,75048
Bowling Green,Kentucky,131050,126508.3333,130600,134808.3333,138616.6667,140033.3333,145925,158266.6667,162125,176691.6667,59727,60357,61294,62698,63528,64940,66087,67866,68633,70543
Yakima,Washington,156641.6667,157041.6667,159041.6667,158466.6667,163216.6667,166058.3333,179216.6667,198458.3333,215808.3333,235566.6667,91637,92605,92654,92713,92790,92953,93429,93500,93548,93637
Redding,California,186166.6667,166933.3333,169400,198958.3333,212841.6667,231183.3333,235208.3333,255100,262125,284441.6667,89895,90180,90397,90773,91120,90963,91203,91525,91606,92590
Manchester,New Hampshire,,,,,,,,,225491.6667,232325,109613,110281,110888,111008,111198,111275,111903,112235,112492,112673
Delray Beach,Florida,,,,,,139925,156200,168508.3333,178308.3333,191316.6667,60801,61495,62267,64177,65004,66203,67546,68708,69176,69451
Lowell,Massachusetts,,,158091.6667,181408.3333,187991.6667,201983.3333,210858.3333,228716.6667,248133.3333,268141.6667,106782,107774,108803,109757,110537,111142,111226,111738,111362,110997
Waterbury,Connecticut,96725,83666.66667,85783.33333,83616.66667,69900,72100,79650,87066.66667,101525,115058.3333,110350,110074,110019,109733,109524,108993,108453,108277,108123,107568
West Palm Beach,Florida,105883.3333,81658.33333,96416.66667,128458.3333,137858.3333,160441.6667,176458.3333,193333.3333,208883.3333,208683.3333,100813,101498,102526,103420,104314,106850,108740,110328,111058,111955
Carlsbad,California,563850,544533.3333,527575,602841.6667,656808.3333,680841.6667,706591.6667,775341.6667,833166.6667,828891.6667,105674,107460,108948,110665,111609,112662,113265,114477,115518,115382
Elgin,Illinois,149125,116841.6667,105791.6667,121825,149425,163041.6667,161783.3333,173300,192875,204450,108388,109225,109710,110149,111059,111992,112265,112103,111490,110849
Santa Barbara,California,745916.6667,715400,672975,758358.3333,882758.3333,893683.3333,955658.3333,987816.6667,1039416.667,1074291.667,88468,88605,89285,90082,90815,91275,91518,91517,91203,91364
Cambridge,Massachusetts,,,,,,,,,778241.6667,781508.3333,105008,105884,107886,112036,112993,113471,115685,116869,118151,118927
West Jordan,Utah,191233.3333,178316.6667,182216.6667,209216.6667,215525,231041.6667,248658.3333,273950,300058.3333,320816.6667,104023,106349,108086,109735,110416,111293,113325,113945,115610,116480
Greenville,North Carolina,122391.6667,124083.3333,120925,125358.3333,124916.6667,126850,121550,124725,138191.6667,143041.6667,85096,86269,87625,88847,89242,90499,90966,92008,92689,93400
Hillsboro,Oregon,212833.3333,193608.3333,201933.3333,234975,253333.3333,267750,312950,343158.3333,371850,385758.3333,92559,94274,96343,98160,99827,102550,105374,107433,108201,109128
Green Bay,Wisconsin,106516.6667,99241.66667,97208.33333,101750,109408.3333,111116.6667,119416.6667,127900,132216.6667,140541.6667,103946,104302,104621,104593,104635,104792,104721,104977,104833,104578
Palm Bay,Florida,76466.66667,69391.66667,73058.33333,81808.33333,88675,111441.6667,131108.3333,147983.3333,165066.6667,174266.6667,104138,104131,104819,105329,106237,108160,110289,112217,113854,115552
Richardson,Texas,180450,173083.3333,176591.6667,186825,208541.6667,234908.3333,255500,282625,304283.3333,310541.6667,99581,101660,103695,105166,109134,110883,113910,116237,119878,121323
Norwalk,California,274558.3333,262283.3333,262583.3333,311600,349908.3333,379016.6667,403683.3333,437491.6667,465833.3333,490125,105544,105903,105976,106122,106189,106237,105844,105466,104798,103949
Peoria,Illinois,,,,,102400,105300,103008.3333,105741.6667,108825,99225,114980,115426,115798,116646,115955,115183,114227,112618,111449,110417
Centennial,Colorado,,,259558.3333,276050,303458.3333,337633.3333,369475,401016.6667,424916.6667,443733.3333,100989,102508,104249,106634,107438,109120,109735,110388,110814,110937
Antioch,California,196875,179166.6667,191883.3333,253116.6667,297716.6667,317500,356708.3333,397041.6667,421883.3333,449375,103080,104193,105565,107351,109071,110308,111088,111494,111578,111502
Perris,California,149408.3333,146350,147700,185591.6667,223833.3333,240516.6667,263625,283866.6667,309325,335616.6667,69000,70426,71229,72295,73485,74613,76046,77563,78903,79291
Fairfield,California,216841.6667,188516.6667,197858.3333,243758.3333,301475,328858.3333,377050,396950,436425,436975,105598,106245,107497,109137,110727,112365,114456,115817,116678,117133
Davenport,Iowa,101983.3333,101758.3333,110691.6667,112075,113916.6667,119933.3333,123125,126550,131850,136383.3333,99678,100302,101165,102053,102471,102534,102456,102310,101918,101590
Everett,Washington,229666.6667,187300,197616.6667,230175,254733.3333,279091.6667,310008.3333,343283.3333,383066.6667,407425,103173,103445,104436,105048,106460,107077,108931,110169,111088,111475
Erie,Pennsylvania,,101683.3333,106875,102041.6667,108100,105816.6667,103783.3333,111766.6667,110833.3333,108366.6667,101719,101511,101290,100532,99714,99030,98211,97214,96298,95508
Pompano Beach,Florida,95841.66667,91258.33333,99450,127541.6667,143241.6667,151075,161358.3333,179441.6667,196291.6667,211341.6667,100063,101756,102888,104183,105500,106937,109358,110354,111636,112118
San Leandro,California,319016.6667,283283.3333,285858.3333,374700,428275,480841.6667,530991.6667,571325,647975,647975,85119,85921,86976,88074,89195,90538,90706,90418,89713,88815
Burbank,California,484158.3333,449541.6667,449341.6667,524608.3333,591608.3333,619608.3333,678666.6667,686800,764716.6667,823416.6667,103351,103732,104077,104355,104405,104472,104097,104174,103349,102511
Vacaville,California,224966.6667,212816.6667,209625,269983.3333,323266.6667,345491.6667,379866.6667,399133.3333,437683.3333,445841.6667,92557,93225,93660,94023,95394,96224,97994,99604,99949,100670
Madera,California,124533.3333,119150,124350,149191.6667,172058.3333,190175,204250,216708.3333,235358.3333,257333.3333,61603,61907,62382,62749,63230,63690,64187,64941,65440,65860
Albany,New York,166025,154808.3333,155116.6667,157250,160883.3333,149916.6667,156966.6667,161675,171258.3333,170325,97753,97956,98409,98488,98366,98232,97941,97735,97011,96460
Grand Junction,Colorado,184475,158291.6667,162275,168666.6667,178175,183666.6667,194191.6667,206741.6667,226491.6667,246800,58846,59475,59660,59809,59643,60389,61236,61995,63131,63597
Hesperia,California,120225,112066.6667,120550,147991.6667,178616.6667,196316.6667,220550,238466.6667,259041.6667,275191.6667,90279,91168,91568,91777,92071,92653,93251,94473,95013,95750
San Mateo,California,610158.3333,558116.6667,600466.6667,716900,792908.3333,911033.3333,980191.6667,1105716.667,1286091.667,1167475,97383,98518,99816,101323,102695,103509,104357,104389,104885,104430
Franklin,Tennessee,294450,292325,301300,328750,344041.6667,380758.3333,401450,430850,452075,474550,62820,64357,66359,68876,70620,72573,74695,78265,81027,83097
Merced,California,112733.3333,110058.3333,119491.6667,145683.3333,160233.3333,183850,197166.6667,218216.6667,231366.6667,249266.6667,79131,79705,80231,80703,81120,81775,82232,82589,83113,83676
Santa Cruz,California,,,,,,,,808625,862991.6667,885383.3333,60578,61434,61954,62731,63172,64082,64396,64815,64643,64608
Elkhart,Indiana,,,,,,,119025,123925,133675,140600,51841,51905,51975,52157,52285,52505,52475,52372,52373,52358
Daly City,California,487766.6667,433308.3333,440375,544533.3333,629916.6667,697858.3333,761133.3333,829675,935450,963491.6667,101262,102460,103915,104980,105887,106538,106882,106733,106869,106280
Rialto,California,156508.3333,160166.6667,171250,215116.6667,246433.3333,268166.6667,295958.3333,315808.3333,347133.3333,361233.3333,99329,100563,101278,101547,102031,102485,102896,103234,103232,103526
Meridian,Idaho,160650,148016.6667,159408.3333,186416.6667,198425,216333.3333,233375,247533.3333,286066.6667,315233.3333,77428,79723,82125,85086,89174,92144,96227,100539,106464,114161
Lawrence,Kansas,165208.3333,172466.6667,159016.6667,172816.6667,164608.3333,163558.3333,172208.3333,176333.3333,201016.6667,210533.3333,88232,89301,90118,91348,92881,94207,95655,96637,97187,98193
Napa,California,,,,,,,,,641983.3333,675683.3333,77185,77679,78168,78728,79384,79636,79616,79083,78946,78130
Lynchburg,Virginia,135208.3333,129325,130575,135175,131808.3333,136725,136966.6667,142358.3333,146166.6667,150633.3333,75548,76584,77269,77940,78141,79134,79710,80523,81309,82168
Greeley,Colorado,133275,135550,150075,159358.3333,180816.6667,202925,227758.3333,251475,281325,302458.3333,93308,94466,95597,96848,99055,101763,104751,106780,107475,108649
League City,Texas,169183.3333,164000,173141.6667,178341.6667,195291.6667,216983.3333,223166.6667,239158.3333,247433.3333,256900,84096,86278,88242,90790,94121,97860,101669,104442,106005,107536
Mission Viejo,California,459600,438541.6667,444308.3333,543516.6667,572875,599300,623466.6667,648550,691166.6667,688583.3333,93225,94020,94627,96003,96622,96543,96149,95551,94925,94381
High Point,North Carolina,,,,104391.6667,102350,115925,121541.6667,128491.6667,137441.6667,141683.3333,104710,105823,106567,107573,108797,110232,111533,111746,112073,112791
Livermore,California,398516.6667,378700,399775,498483.3333,571175,628716.6667,663850,714950,770433.3333,764158.3333,81599,82589,83831,85448,87017,88248,89572,90137,90253,90189
